form_slp1	form_iast	root_slp1	root_iast	support	sources
tohanIyam	tohanīyam	tuhir	tuhir	2	krm-body
tohanam	tohanam	tuhir	tuhir	2	krm-body
tohati	tohati	tuhir	tuhir	1	krm-body
tohayamAnaH	tohayamānaḥ	tuhir	tuhir	1	krm-body
tohayitavyam	tohayitavyam	tuhir	tuhir	1	krm-body
tohayitum	tohayitum	tuhir	tuhir	1	krm-body
tohayitvA	tohayitvā	tuhir	tuhir	2	krm-body
tohayizyamARaH	tohayiṣyamāṇaḥ	tuhir	tuhir	1	krm-body
tohitaH	tohitaḥ	tuhir	tuhir	1	krm-body
tohitavyam	tohitavyam	tuhir	tuhir	1	krm-body
tohitum	tohitum	tuhir	tuhir	1	krm-body
tohitvA	tohitvā	tuhir	tuhir	1	krm-body
tohyam	tohyam	tuhir	tuhir	2	krm-body
tohyamAnaH	tohyamānaḥ	tuhir	tuhir	1	krm-body
tojati	tojati	tuja	tuja	1	krm-body
tola	tola	tula	tula	1	vcp
tolaH	tolaḥ	tula	tula	2	krm-body
tolaM	tolaṃ	tula	tula	1	skd
tolam	tolam	tula	tula	1	krm-body
tolanA	tolanā	tula	tula	1	krm-body
tolanIyam	tolanīyam	tula	tula	1	krm-body
tolanam	tolanam	tula	tula	1	krm-body
tolayamAnaH	tolayamānaḥ	tula	tula	1	krm-body
tolayativat	tolayativat	pula	pula	1	krm-body
tolayitavyam	tolayitavyam	tula	tula	1	krm-body
tolayitum	tolayitum	tula	tula	1	krm-body
tolayitvA	tolayitvā	tula	tula	2	krm-body
tolayizyamARaH	tolayiṣyamāṇaḥ	tula	tula	1	krm-body
tolyam	tolyam	tula	tula	1	krm-body
tolyamAnaH	tolyamānaḥ	tula	tula	1	krm-body
tomara	tomara	mf	mṛ	1	vcp
tomaragrahaH	tomaragrahaḥ	graha	graha	1	krm-body
topaDaH	topadhaḥ	awwa	aṭṭa	1	krm-body
topaDe	topadhe	awwa	aṭṭa	1	krm-body
topati	topati	tupa	tupa	2	krm-body
toqaH	toḍaḥ	tuqf	tuḍṛ	3	krm-body
toqam	toḍam	tuqf	tuḍṛ	2	krm-body
toqanA	toḍanā	tuqf	tuḍṛ	1	krm-body
toqanIyam	toḍanīyam	tuqf	tuḍṛ	2	krm-body
toqana	toḍana	tuq	tuḍ	2	pw,pwg,vcp
toqanam	toḍanam	tuqf	tuḍṛ	4	krm-body
toqaya	toḍaya	ahi	ahi	1	krm-body
toqayamAnaH	toḍayamānaḥ	tuqf	tuḍṛ	1	krm-body
toqayitavyam	toḍayitavyam	tuqf	tuḍṛ	1	krm-body
toqayitum	toḍayitum	tuqf	tuḍṛ	1	krm-body
toqayitvA	toḍayitvā	tuqf	tuḍṛ	2	krm-body
toqayizyamARaH	toḍayiṣyamāṇaḥ	tuqf	tuḍṛ	1	krm-body
toqitaH	toḍitaḥ	tuqf	tuḍṛ	1	krm-body
toqitavyam	toḍitavyam	tuqf	tuḍṛ	1	krm-body
toqitum	toḍitum	tuqf	tuḍṛ	1	krm-body
toqitvA	toḍitvā	tuqf	tuḍṛ	1	krm-body
toqyam	toḍyam	tuqf	tuḍṛ	2	krm-body
toqyamAnaH	toḍyamānaḥ	tuqf	tuḍṛ	1	krm-body
toraRaH	toraṇaḥ	tvaraRe	tvaraṇe	1	skd
torayamARaH	torayamāṇaḥ	tura	tura	1	krm-body
torayizya	torayiṣya	tura	tura	1	krm-body
torayizyan	torayiṣyan	tura	tura	1	krm-body
torvfttiM	torvṛttiṃ	blezka	bleṣka	1	krm-body
tosaH	tosaḥ	tusa	tusa	1	krm-body
tosahrAsavihInaSaNKajanita	tosahrāsavihīnaśaṅkhajanita	hlasa	hlasa	1	krm-body
tosahrAsavihInaSaNKajanitahlAsAd	tosahrāsavihīnaśaṅkhajanitahlāsād	tusa	tusa	1	krm-body
tosahvAsavihInaSaNKajanitahlAsAdrasaddiktawam	tosahvāsavihīnaśaṅkhajanitahlāsādrasaddiktaṭam	Gfzu	ghṛṣu	1	krm-body
tosun	tosun	liKa	likha	1	krm-body
totUlA	totūlā	tUla	tūla	1	krm-body
totUlaH	totūlaḥ	tUla	tūla	2	krm-body
totUlam	totūlam	tUla	tūla	1	krm-body
totUlanIyam	totūlanīyam	tUla	tūla	1	krm-body
totUlanam	totūlanam	tUla	tūla	1	krm-body
totUlitUm	totūlitūm	tUla	tūla	1	krm-body
totUlitavyam	totūlitavyam	tUla	tūla	1	krm-body
totUlitvA	totūlitvā	tUla	tūla	1	krm-body
totUlizyamARaH	totūliṣyamāṇaḥ	tUla	tūla	1	krm-body
totUllitvA	totūllitvā	tUla	tūla	1	krm-body
totUlyam	totūlyam	tUla	tūla	1	krm-body
totUlyamAnaH	totūlyamānaḥ	tUla	tūla	2	krm-body
totUrvA	totūrvā	turvI	turvī	1	krm-body
totUrvaH	totūrvaḥ	turvI	turvī	2	krm-body
totUrvaRIyam	totūrvaṇīyam	turvI	turvī	1	krm-body
totUrvaRam	totūrvaṇam	turvI	turvī	1	krm-body
totUrvam	totūrvam	turvI	turvī	1	krm-body
totUrvitavyam	totūrvitavyam	turvI	turvī	1	krm-body
totUrvitum	totūrvitum	turvI	turvī	1	krm-body
totUrvitvA	totūrvitvā	turvI	turvī	2	krm-body
totUrvizyamARaH	totūrviṣyamāṇaḥ	turvI	turvī	1	krm-body
totUrvyam	totūrvyam	turvI	turvī	1	krm-body
totUrvyamARaH	totūrvyamāṇaḥ	turvI	turvī	2	krm-body
totUryamARaH	totūryamāṇaḥ	tura	tura	1	krm-body
totUyA	totūyā	tu	tu	1	krm-body
totUyaH	totūyaḥ	tu	tu	1	krm-body
totUyam	totūyam	tu	tu	1	krm-body
totUyamAnaH	totūyamānaḥ	tu	tu	1	krm-body
totUyanIyam	totūyanīyam	tu	tu	1	krm-body
totUyanam	totūyanam	tu	tu	1	krm-body
totUyitavyam	totūyitavyam	tu	tu	1	krm-body
totUyitum	totūyitum	tu	tu	1	krm-body
totUyitvA	totūyitvā	tu	tu	2	krm-body
totUyizyamARaH	totūyiṣyamāṇaḥ	tu	tu	1	krm-body
totUyyam	totūyyam	tu	tu	1	krm-body
totUyyamAnaH	totūyyamānaḥ	tu	tu	1	krm-body
totavyam	totavyam	tu	tu	1	krm-body
totram	totram	tud	tud	1	ap
totrupakaH	totrupakaḥ	trunpa	trunpa	1	krm-body
totsyamAnaH	totsyamānaḥ	tuda	tuda	1	krm-body
tottavyam	tottavyam	tuda	tuda	1	krm-body
tottum	tottum	tuda	tuda	1	krm-body
totuBakaH	totubhakaḥ	tuBa	tubha	3	krm-body
totuPakaH	totuphakaḥ	tuPa	tupha	2	krm-body
totuRakaH	totuṇakaḥ	tuRa	tuṇa	1	krm-body
totudA	totudā	tuda	tuda	1	krm-body
totudaH	totudaḥ	tuda	tuda	2	krm-body
totudam	totudam	tuda	tuda	1	krm-body
totudanIyam	totudanīyam	tuda	tuda	1	krm-body
totudanam	totudanam	tuda	tuda	1	krm-body
totuditavyam	totuditavyam	tuda	tuda	1	krm-body
totuditum	totuditum	tuda	tuda	1	krm-body
totuditvA	totuditvā	tuda	tuda	2	krm-body
totudizyamARaH	totudiṣyamāṇaḥ	tuda	tuda	1	krm-body
totudyam	totudyam	tuda	tuda	1	krm-body
totudyamAnaH	totudyamānaḥ	tuda	tuda	2	krm-body
totuhA	totuhā	tuhir	tuhir	1	krm-body
totuhaH	totuhaḥ	tuhir	tuhir	2	krm-body
totuham	totuham	tuhir	tuhir	1	krm-body
totuhanIyam	totuhanīyam	tuhir	tuhir	1	krm-body
totuhanam	totuhanam	tuhir	tuhir	1	krm-body
totuhitavyam	totuhitavyam	tuhir	tuhir	1	krm-body
totuhitum	totuhitum	tuhir	tuhir	1	krm-body
totuhitvA	totuhitvā	tuhir	tuhir	2	krm-body
totuhizyamARaH	totuhiṣyamāṇaḥ	tuhir	tuhir	1	krm-body
totuhyam	totuhyam	tuhir	tuhir	1	krm-body
totuhyamAnaH	totuhyamānaḥ	tuhir	tuhir	2	krm-body
totujakaH	totujakaḥ	tuja	tuja	1	krm-body
totum	totum	tu	tu	1	krm-body
totumpaH	totumpaḥ	tunpa	tunpa	1	krm-body
totupA	totupā	tunpa	tunpa	1	krm-body
totupaH	totupaḥ	tunpa	tunpa	1	krm-body
totupakaH	totupakaḥ	tupa	tupa	1	krm-body
totupam	totupam	tunpa	tunpa	1	krm-body
totupanIyam	totupanīyam	tunpa	tunpa	1	krm-body
totupanam	totupanam	tunpa	tunpa	1	krm-body
totupitavyam	totupitavyam	tunpa	tunpa	1	krm-body
totupitum	totupitum	tunpa	tunpa	1	krm-body
totupitvA	totupitvā	tunpa	tunpa	2	krm-body
totupizyamARaH	totupiṣyamāṇaḥ	tunpa	tunpa	1	krm-body
totupyam	totupyam	tunpa	tunpa	1	krm-body
totupyamAnaH	totupyamānaḥ	tunpa	tunpa	2	krm-body
totuqA	totuḍā	tuqf	tuḍṛ	1	krm-body
totuqaH	totuḍaḥ	tuqf	tuḍṛ	2	krm-body
totuqam	totuḍam	tuqf	tuḍṛ	1	krm-body
totuqanIyam	totuḍanīyam	tuqf	tuḍṛ	1	krm-body
totuqanam	totuḍanam	tuqf	tuḍṛ	1	krm-body
totuqitavyam	totuḍitavyam	tuqf	tuḍṛ	1	krm-body
totuqitum	totuḍitum	tuqf	tuḍṛ	1	krm-body
totuqitvA	totuḍitvā	tuqf	tuḍṛ	2	krm-body
totuqizyamARaH	totuḍiṣyamāṇaḥ	tuqf	tuḍṛ	1	krm-body
totuqyam	totuḍyam	tuqf	tuḍṛ	1	krm-body
totuqyamAnaH	totuḍyamānaḥ	tuqf	tuḍṛ	2	krm-body
toturizyamARaH	toturiṣyamāṇaḥ	tura	tura	1	krm-body
totusakaH	totusakaḥ	tusa	tusa	1	krm-body
totuvaH	totuvaḥ	tu	tu	1	krm-body
totuzA	totuṣā	tuza	tuṣa	1	krm-body
totuzaH	totuṣaḥ	tuza	tuṣa	2	krm-body
totuzaRIyam	totuṣaṇīyam	tuza	tuṣa	1	krm-body
totuzaRam	totuṣaṇam	tuza	tuṣa	1	krm-body
totuzam	totuṣam	tuza	tuṣa	1	krm-body
totuzitavyam	totuṣitavyam	tuza	tuṣa	1	krm-body
totuzitum	totuṣitum	tuza	tuṣa	1	krm-body
totuzitvA	totuṣitvā	tuza	tuṣa	2	krm-body
totuzizyamARaH	totuṣiṣyamāṇaḥ	tuza	tuṣa	1	krm-body
totuzyam	totuṣyam	tuza	tuṣa	1	krm-body
totuzyamARaH	totuṣyamāṇaḥ	tuza	tuṣa	2	krm-body
towaka	toṭaka	tuw	tuṭ	1	pwg
toya	toya	kf	kṛ	1	mw
toyaDAra	toyadhāra	DAri	dhāri	1	vcp
toyadAgama	toyadāgama	ujJa	ujjha	1	krm-body
tozaM	toṣaṃ	mArga	mārga	1	krm-body
tozaRA	toṣaṇā	tuza	tuṣa	1	krm-body
tozaRIyam	toṣaṇīyam	tuza	tuṣa	2	krm-body
tozaRam	toṣaṇam	tuza	tuṣa	2	ap,krm-body
tozam	toṣam	tuza	tuṣa	2	krm-body
tozayamARaH	toṣayamāṇaḥ	tuza	tuṣa	1	krm-body
tozayitavyam	toṣayitavyam	tuza	tuṣa	1	krm-body
tozayitum	toṣayitum	tuza	tuṣa	1	krm-body
tozayitvA	toṣayitvā	tuza	tuṣa	2	krm-body
tozayizyamARaH	toṣayiṣyamāṇaḥ	tuza	tuṣa	1	krm-body
tozin	toṣin	tuz	tuṣ	1	pwg
tozitaH	toṣitaḥ	tuza	tuṣa	1	krm-body
tozwavyam	toṣṭavyam	tuza	tuṣa	1	krm-body
tozwum	toṣṭum	tuza	tuṣa	1	krm-body
tozyam	toṣyam	tuza	tuṣa	2	krm-body
tozyamARaH	toṣyamāṇaḥ	tuza	tuṣa	1	krm-body
trARaM	trāṇaṃ	trE	trai	1	skd
trAman	trāman	trA	trā	1	pwg
trApaH	trāpaḥ	trapUz	trapūṣ	1	krm-body
trApam	trāpam	trapUz	trapūṣ	2	krm-body
trApya	trāpya	trap	trap	3	mw,pw,pwg
trApyam	trāpyam	trapUz	trapūṣ	1	krm-body
trAsa	trāsa	tras	tras	3	ap,mw,pwg,vcp
trAsaH	trāsaḥ	trasI	trasī	4	krm-body,skd
trAsaSaNkayoH	trāsaśaṅkayoḥ	Saki	śaki	1	krm-body
trAsam	trāsam	trasI	trasī	2	krm-body
trAsanA	trāsanā	trasI	trasī	1	krm-body
trAsanIyam	trāsanīyam	trasI	trasī	1	krm-body
trAsana	trāsana	tras	tras	2	ap,pwg,vcp
trAsanam	trāsanam	trasI	trasī	1	krm-body
trAsayamAnaH	trāsayamānaḥ	trasI	trasī	1	krm-body
trAsayitavyam	trāsayitavyam	trasI	trasī	1	krm-body
trAsayitum	trāsayitum	trasI	trasī	1	krm-body
trAsayitvA	trāsayitvā	trasI	trasī	2	krm-body
trAsayizyamARaH	trāsayiṣyamāṇaḥ	trasI	trasī	1	krm-body
trAsin	trāsin	tras	tras	1	pwg
trAsitaH	trāsitaḥ	trasI	trasī	1	krm-body
trAsyam	trāsyam	trasI	trasī	2	krm-body
trAsyamAnaH	trāsyamānaḥ	trasI	trasī	1	krm-body
trAyamARa	trāyamāṇa	trA	trā	2	pw,pwg
trAyamARaM	trāyamāṇaṃ	trE	trai	1	skd
trAyata	trāyata	kzaRu	kṣaṇu	1	krm-body
trEpAdikatvAt	traipādikatvāt	tamu	tamu	1	krm-body
trEpAdikatvenAsidDatvAt	traipādikatvenāsiddhatvāt	cara	cara	1	krm-body
trEpAdikatvena	traipādikatvena	cucya	cucya	1	krm-body
trEvidyaH	traividyaḥ	vida	vida	1	krm-body
trOkitam	traukitam	trOkf	traukṛ	1	krm-body
tra	tra	trA	trā	1	pwg
traMsayet	traṃsayet	trasa	trasa	1	krm-body
traNkitaH	traṅkitaḥ	traki	traki	1	krm-body
traRpratyayaH	traṇpratyayaḥ	ji	ji	1	krm-body
trada	trada	tard	tard	1	pwg
trakza	trakṣa	trakza	trakṣa	1	krm-body
trakzitA	trakṣitā	trakza	trakṣa	1	krm-body
trandanam	trandanam	tradi	tradi	1	krm-body
trapAnvitEH	trapānvitaiḥ	gepf	gepṛ	1	krm-body
trapa	trapa	trap	trap	1	pwg
trapaH	trapaḥ	trapUz	trapūṣ	3	krm-body
trapaRA	trapaṇā	trapUz	trapūṣ	1	krm-body
trapaRIyam	trapaṇīyam	trapUz	trapūṣ	2	krm-body
trapaRam	trapaṇam	trapUz	trapūṣ	2	krm-body
trapam	trapam	trapUz	trapūṣ	1	krm-body
trapamARaH	trapamāṇaḥ	trapUz	trapūṣ	1	krm-body
trapate	trapate	trapUz	trapūṣ	1	krm-body
trapayamARaH	trapayamāṇaḥ	trapUz	trapūṣ	1	krm-body
trapayitavyam	trapayitavyam	trapUz	trapūṣ	1	krm-body
trapayitum	trapayitum	trapUz	trapūṣ	1	krm-body
trapayitvA	trapayitvā	trapUz	trapūṣ	2	krm-body
trapayizyamARaH	trapayiṣyamāṇaḥ	trapUz	trapūṣ	1	krm-body
trapitaH	trapitaḥ	trapUz	trapūṣ	1	krm-body
trapitvA	trapitvā	trapUz	trapūṣ	1	krm-body
traptvA	traptvā	trapUz	trapūṣ	1	krm-body
trapu	trapu	trapUz	trapūṣ	2	krm-body,pwg
trapyam	trapyam	trapUz	trapūṣ	1	krm-body
trapyamARaH	trapyamāṇaḥ	trapUz	trapūṣ	2	krm-body
tras	tras	tras	tras	1	pwg
trasa	trasa	tras	tras	1	pwg
trasaH	trasaḥ	trasI	trasī	1	krm-body
trasadasyu	trasadasyu	tras	tras	1	pwg
trasanIyam	trasanīyam	trasI	trasī	1	krm-body
trasanaM	trasanaṃ	tras	tras	1	apte
trasayet	trasayet	trasi	trasi	1	krm-body
trasi	trasi	trisi	trisi	1	krm-body
trasigfGiDfzikzipeH	trasigṛghidhṛṣikṣipeḥ	kzipa	kṣipa	1	krm-body
trasitavyam	trasitavyam	trasI	trasī	1	krm-body
trasitum	trasitum	trasI	trasī	1	krm-body
trasitvA	trasitvā	trasI	trasī	2	krm-body
trasnuH	trasnuḥ	trasI	trasī	1	krm-body
trasnumekikAm	trasnumekikām	ancu	ancu	1	krm-body
trastam	trastam	trasI	trasī	1	krm-body
trastiH	trastiḥ	trasI	trasī	1	krm-body
trasura	trasura	tras	tras	1	pwg
trasvi	trasvi	traki	traki	1	krm-body
trasyamAnaH	trasyamānaḥ	trasI	trasī	1	krm-body
trasyan	trasyan	trasI	trasī	1	krm-body
trayARAM	trayāṇāṃ	Rijir	ṇijir	1	krm-body
trayARAmanuvAdaH	trayāṇāmanuvādaḥ	jF	jṝ	1	krm-body
trayaM	trayaṃ	gf	gṛ	1	krm-body
trayastakArAH	trayastakārāḥ	zwaBi	ṣṭabhi	1	krm-body
trayastriMSa	trayastriṃśa	stoma	stoma	1	pwg
trayayAyya	trayayāyya	trA	trā	1	pwg
trayezvarTezu	trayeṣvartheṣu	laqa	laḍa	1	krm-body
trepivAn	trepivān	trapUz	trapūṣ	1	krm-body
tretAgnyaDizWAnam	tretāgnyadhiṣṭhānam	vida	vida	2	krm-body
tretyaDikaraRe	tretyadhikaraṇe	cara	cara	1	krm-body
triBuvanatamoluRwAkInAmaho	tribhuvanatamoluṇṭākīnāmaho	luRWa	luṇṭha	1	krm-body
triDAkf	tridhākṛ	DA	dhā	1	mw
triMSaddinAvaDikaH	triṃśaddināvadhikaḥ	masI	masī	1	krm-body
triMSaddinaparicCinnaH	triṃśaddinaparicchinnaḥ	mA	mā	1	krm-body
triPalA	triphalā	Pala	phala	1	krm-body
tridaSAH	tridaśāḥ	divu	divu	1	krm-body
tridaSAnalAYjitAn	tridaśānalāñjitān	kzIja	kṣīja	1	krm-body
tridaSendraSatroH	tridaśendraśatroḥ	Suza	śuṣa	1	krm-body
tridfS	tridṛś	dfSa	dṛśa	1	vcp
tridivaH	tridivaḥ	divu	divu	2	krm-body
trijagati	trijagati	vada	vada	1	krm-body
trikA	trikā	mUtra	mūtra	1	krm-body
trikAya	trikāya	i	i	1	vcp
trikAyaH	trikāyaḥ	gatO	gatau	1	skd
trikawA	trikaṭā	labi	labi	1	krm-body
trikawukaparyAye	trikaṭukaparyāye	vyuza	vyuṣa	1	krm-body
triliNgakam	triliṅgakam	valla	valla	1	krm-body
trilokaDft	trilokadhṛt	Df	dhṛ	1	vcp
trin	trin	ada	ada	1	krm-body
trip	trip	rA	rā	1	krm-body
trippratyayaH	trippratyayaḥ	rA	rā	1	krm-body
trivargapArIRamasO	trivargapārīṇamasau	Asa	āsa	2	krm-body
trivarza	trivarṣa	kF	kṝ	1	krm-body
trivft	trivṛt	vfta	vṛta	1	vcp
trividyA	trividyā	vida	vida	1	krm-body
trivikramaH	trivikramaḥ	kramu	kramu	4	krm-body
trivizwapam	triviṣṭapam	viSa	viśa	1	krm-body
triyAByAM	triyābhyāṃ	f	ṛ	1	krm-body
trizvapi	triṣvapi	tu	tu	1	krm-body
trizwup	triṣṭup	zwuBu	ṣṭubhu	1	krm-body
trowaka	troṭaka	truw	truṭ	2	mw,pwg
trumpyam	trumpyam	trunpa	trunpa	1	krm-body
trunpratyayaH	trunpratyayaḥ	ru	ru	1	krm-body
truwa	truṭa	kuwa	kuṭa	1	krm-body
truwi	truṭi	truw	truṭ	1	pwg,vcp
truwyan	truṭyan	kramu	kramu	1	krm-body
tryAliKita	tryālikhita	liK	likh	1	pwg
tryArTam	tryārtham	Svi	śvi	1	krm-body
tryudAya	tryudāya	i	i	1	pwg
tsaru	tsaru	tsar	tsar	1	pwg
tsaruH	tsaruḥ	tsara	tsara	2	krm-body
tsikA	tsikā	Cfdir	chṛdir	1	krm-body
tsnApAyipakzI	tsnāpāyipakṣī	caka	caka	1	krm-body
ttetvaprayuktamAtmanepadamanityam	ttetvaprayuktamātmanepadamanityam	Siji	śiji	1	krm-body
tti	tti	dA	dā	1	mw
ttvAdasya	ttvādasya	Dvaji	dhvaji	1	krm-body
tuBya	tubhya	RaBa	ṇabha	1	krm-body
tuNgaH	tuṅgaḥ	tuji	tuji	1	krm-body
tuPitvA	tuphitvā	tunPa	tunpha	1	krm-body
tuYjaH	tuñjaḥ	tuji	tuji	2	krm-body
tuYjatItyaniditaH	tuñjatītyaniditaḥ	tuja	tuja	1	krm-body
tuYjayet	tuñjayet	tuji	tuji	2	krm-body
tucCatA	tucchatā	zuwwa	ṣuṭṭa	1	krm-body
tudAderluBatIti	tudāderlubhatīti	luBa	lubha	1	krm-body
tudAdiH	tudādiḥ	liSa	liśa	1	krm-body
tudAdiScAyam	tudādiścāyam	tfpa	tṛpa	1	krm-body
tudAdipAWAvaSyakateti	tudādipāṭhāvaśyakateti	Siza	śiṣa	1	krm-body
tudAdipAWa	tudādipāṭha	vicCa	viccha	1	krm-body
tudAditvAcca	tudāditvācca	druRa	druṇa	1	krm-body
tudAditvena	tudāditvena	Brasja	bhrasja	1	krm-body
tudAdizu	tudādiṣu	tfpa	tṛpa	1	krm-body
tudAdizvayaM	tudādiṣvayaṃ	liKa	likha	1	krm-body
tudAdizveva	tudādiṣveva	tfpa	tṛpa	1	krm-body
tudAdyoH	tudādyoḥ	GUrRa	ghūrṇa	2	krm-body
tuda	tuda	tud	tud	1	pwg
tudaH	tudaḥ	tuda	tuda	1	krm-body
tudamAnaH	tudamānaḥ	tuda	tuda	1	krm-body
tudati	tudati	tuda	tuda	1	krm-body
tudyamAnaH	tudyamānaḥ	tuda	tuda	1	krm-body
tugAgamaSca	tugāgamaśca	pA	pā	1	krm-body
tugaBAvastu	tugabhāvastu	mlecCa	mleccha	1	krm-body
tuhaH	tuhaḥ	tuhir	tuhir	1	krm-body
tuhinam	tuhinam	tuhir	tuhir	2	krm-body
tuhitvA	tuhitvā	tuhir	tuhir	1	krm-body
tuhyamAnaH	tuhyamānaḥ	tuhir	tuhir	1	krm-body
tuj	tuj	tuj	tuj	1	pwg
tuja	tuja	tuji	tuji	1	krm-body
tujeH	tujeḥ	tuja	tuja	1	krm-body
tujitam	tujitam	tuja	tuja	1	krm-body
tujya	tujya	tuj	tuj	1	pwg
tukaScutvena	tukaścutvena	mlecCa	mleccha	1	krm-body
tukatvAt	tukatvāt	asa	asa	1	krm-body
tulA	tulā	tula	tula	5	krm-body
tulAmAna	tulāmāna	mA	mā	1	vcp
tulApragrAhaH	tulāpragrāhaḥ	graha	graha	1	krm-body
tulApragrAheRa	tulāpragrāheṇa	graha	graha	1	krm-body
tulApragrahaH	tulāpragrahaḥ	graha	graha	1	krm-body
tulaH	tulaḥ	tula	tula	1	krm-body
tulyArTEH	tulyārthaiḥ	tula	tula	1	krm-body
tulyArTaH	tulyārthaḥ	kramu	kramu	1	krm-body
tulyArTatvaM	tulyārthatvaṃ	kramu	kramu	1	krm-body
tulya	tulya	yOwf	yauṭṛ	1	krm-body
tulyaH	tulyaḥ	BA	bhā	1	krm-body
tulyaM	tulyaṃ	zRiha	ṣṇiha	1	krm-body
tumPitvA	tumphitvā	tunPa	tunpha	1	krm-body
tumbI	tumbī	labi	labi	1	krm-body
tumbitam	tumbitam	tubi	tubi	1	krm-body
tumbitaviroDiBayASca	tumbitavirodhibhayāśca	tubi	tubi	1	krm-body
tumpA	tumpā	tunpa	tunpa	1	krm-body
tumpa	tumpa	tubi	tubi	1	krm-body
tumpaH	tumpaḥ	tunpa	tunpa	3	krm-body
tumpam	tumpam	tunpa	tunpa	2	krm-body
tumpan	tumpan	tunpa	tunpa	1	krm-body
tumpanA	tumpanā	tunpa	tunpa	1	krm-body
tumpanIyam	tumpanīyam	tunpa	tunpa	2	krm-body
tumpanam	tumpanam	tunpa	tunpa	2	krm-body
tumpatO	tumpatau	tunpa	tunpa	2	krm-body
tumpativat	tumpativat	trunpa	trunpa	1	krm-body
tumpayamAnaH	tumpayamānaḥ	tunpa	tunpa	1	krm-body
tumpayeRRici	tumpayeṇṇici	tunpa	tunpa	1	krm-body
tumpayitavyam	tumpayitavyam	tunpa	tunpa	1	krm-body
tumpayitum	tumpayitum	tunpa	tunpa	1	krm-body
tumpayitvA	tumpayitvā	tunpa	tunpa	2	krm-body
tumpayizyamARaH	tumpayiṣyamāṇaḥ	tunpa	tunpa	1	krm-body
tumpitaH	tumpitaḥ	tunpa	tunpa	1	krm-body
tumpitavyam	tumpitavyam	tunpa	tunpa	1	krm-body
tumpitum	tumpitum	tunpa	tunpa	1	krm-body
tumpitvA	tumpitvā	tunpa	tunpa	2	krm-body
tumpyam	tumpyam	tunpa	tunpa	2	krm-body
tumpyamAnaH	tumpyamānaḥ	tunpa	tunpa	1	krm-body
tumuRRvulO	tumuṇṇvulau	ada	ada	1	krm-body
tumunAdizu	tumunādiṣu	liha	liha	1	krm-body
tumuni	tumuni	gezf	geṣṛ	1	krm-body
tumunpratyayaH	tumunpratyayaḥ	Buja	bhuja	1	krm-body
tumyayeRRici	tumyayeṇṇici	tunpa	tunpa	1	krm-body
tund	tund	tud	tud	1	mw
tundaM	tundaṃ	mfjU	mṛjū	1	krm-body
tundaparimArjaH	tundaparimārjaḥ	mfjU	mṛjū	2	krm-body
tundaparimfjaH	tundaparimṛjaḥ	mfjU	mṛjū	1	krm-body
tunnasevanI	tunnasevanī	siva	siva	1	vcp
tunpratyayaH	tunpratyayaḥ	vasa	vasa	2	krm-body
tupatIti	tupatīti	tupa	tupa	2	krm-body
tupi	tupi	tubi	tubi	1	krm-body
tupitaH	tupitaḥ	tupa	tupa	1	krm-body
tupratyaya	tupratyaya	gE	gai	1	krm-body
tupratyayaH	tupratyayaḥ	BA	bhā	1	krm-body
tupyamAnaH	tupyamānaḥ	tunpa	tunpa	1	krm-body
tuqaH	tuḍaḥ	tuqf	tuḍṛ	1	krm-body
tuqitvA	tuḍitvā	tuqf	tuḍṛ	1	krm-body
tuqyamAnaH	tuḍyamānaḥ	tuqf	tuḍṛ	1	krm-body
tur	tur	tvar	tvar	1	pwg
turAyaRa	turāyaṇa	tura	tura	1	pwg
turIyaka	turīyaka	turIya	turīya	1	pwg
turaH	turaḥ	tura	tura	1	krm-body
turaNgEH	turaṅgaiḥ	trasI	trasī	1	krm-body
turaNgadvezaRI	turaṅgadveṣaṇī	dviza	dviṣa	1	skd
turaNgame	turaṅgame	valla	valla	1	krm-body
turaRy	turaṇy	turaRa	turaṇa	1	pwg
tutTaH	tutthaḥ	tutTa	tuttha	2	krm-body
tutTam	tuttham	tutTa	tuttha	1	krm-body
tutTanA	tutthanā	tutTa	tuttha	1	krm-body
tutTanIyam	tutthanīyam	tutTa	tuttha	1	krm-body
tutTanam	tutthanam	tutTa	tuttha	1	krm-body
tutTay	tutthay	tutTa	tuttha	1	pwg
tutTayamAnaH	tutthayamānaḥ	tutTa	tuttha	1	krm-body
tutTayitavyam	tutthayitavyam	tutTa	tuttha	1	krm-body
tutTayitum	tutthayitum	tutTa	tuttha	1	krm-body
tutTayitvA	tutthayitvā	tutTa	tuttha	2	krm-body
tutTayizyamARaH	tutthayiṣyamāṇaḥ	tutTa	tuttha	1	krm-body
tutTyam	tutthyam	tutTa	tuttha	1	krm-body
tutTyamAnaH	tutthyamānaḥ	tutTa	tuttha	1	krm-body
tutUlizA	tutūliṣā	tUla	tūla	1	krm-body
tutUlizaH	tutūliṣaḥ	tUla	tūla	1	krm-body
tutUlizaRIyam	tutūliṣaṇīyam	tUla	tūla	1	krm-body
tutUlizaRam	tutūliṣaṇam	tUla	tūla	1	krm-body
tutUlizam	tutūliṣam	tUla	tūla	1	krm-body
tutUlizitUm	tutūliṣitūm	tUla	tūla	1	krm-body
tutUlizitaH	tutūliṣitaḥ	tUla	tūla	1	krm-body
tutUlizitavyam	tutūliṣitavyam	tUla	tūla	1	krm-body
tutUlizitvA	tutūliṣitvā	tUla	tūla	2	krm-body
