L_id	headword	headword_slp1	root	root_slp1	root_via	root_class	root_canonical	prefixes	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	deriv_type	parse	context
119832	paryāvap	paryAvap	vap	vap	parse	1P,1Ā	Y	pari ā							prefix+root	pari+A+vap	pary-A-√ 2. vap ¦ P. -vapati, to add, ŚBr.
119835	paryāvṛt	paryAvft	vṛt	vft	parse	1Ā	Y	pari ā							prefix+root	pari+A+vft	pary-A-√ vft ¦ Ā. -va/rtate (ep. also ˚ti Pot. -vartet, Hariv.; pf. -vavarta, -vavfte, MBh.; aor. pary-A/-vart, RV.; ind
119841	paryāśvas	paryASvas	śvas	Svas	parse	2P	Y	pari ā							prefix+root	pari+A+Svas	pary-A-√ Svas ¦ P. -Svasiti, or -Svasati, to breathe out, recover breath, take heart, be at ease, MBh.; R. : Caus. -SvAs
119843	paryās	paryAs	ās	As	parse	2Ā	Y	pari							prefix+root	pari+As	pary-√ As ¦ Ā. -Aste (3. pl. -Asate; Pot. 3. sg. -AsIta), to sit or assemble round any one (acc.), RV.; ŚBr.; to remain
119845	paryāhṛ	paryAhf	hṛ	hf	parse	1P,1Ā	Y	pari ā							prefix+root	pari+A+hf	pary-A-√ hf ¦ P. -harati, to hand over to (dat.), ŚBr.; to overturn or turn upside down, ib.; ŚāṅkhŚr.
119851	paryāhve	paryAhve	hve	hve	parse	1P,1Ā	Y	pari ā							prefix+root	pari+A+hve	pary-A-√ hve ¦ Ā. -hvayate, to pronounce the Āhāva (s.v.) before and after, AitBr.
119855	paryukṣ	paryukz	ukṣ	ukz	parse	1P,1Ā	Y	pari							prefix+root	pari+ukz	pary-√ ukz ¦ P. Ā. -ukzati, ˚te (ind.p. -ukzya), to sprinkle round, ŚrS.
119859	paryutthā	paryutTA	sthā	sTA	parse	1P,1Ā	Y	pari ud							prefix+root	pari+ud+sTA	pary-ut-TA ¦ (√ sTA) P. -ut-tizWati to rise from (abl.), RV.; to appear to (acc.), TāṇḍBr.
119864	paryutsukībhū	paryutsukIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	pary+utsukI+BU	pary-utsu˚kI-√ BU ¦ to be sorrowful or regretful, Śak.
119865	paryutsṛj	paryutsfj	sṛj	sfj	parse	6P,6Ā	Y	pari ud							prefix+root	pari+ud+sfj	pary-ut-√ sfj ¦ P. -sfjati, to give up, leave, abandon, L.
119868	paryudas	paryudas	as	as	parse	2P,2Ā	Y	pari ud							prefix+root	pari+ud+as	pary-ud-√ 2. as ¦ P. -asyati, to reject, exclude, MBh.
119876	paryudvas	paryudvas	vas	vas	parse	6P	Y	pari ud							prefix+root	pari+ud+vas	pary-ud-√ 5. vas ¦ Caus. -vAsayati, to take away, remove, AV.
119877	paryudvij	paryudvij	vij	vij	parse	6Ā,1P,3P,3Ā	Y	pari ud							prefix+root	pari+ud+vij	pary-ud-√ vij ¦ (only fut. -vijizyati). to shrink from, be afraid of (acc.), R.
119878	paryupalip	paryupalip	lip	lip	parse	6,1P,1Ā	Y	pari upa							prefix+root	pari+upa+lip	pary-upa-√ lip ¦ P. -limpati, to smear all round, Gobh.
119879	paryupaviś	paryupaviS	viś	viS	parse	6P,6Ā	Y	pari upa							prefix+root	pari+upa+viS	pary-upa-√ viS ¦ P. -viSati, to sit down round or near (acc.), ŚBr.; ŚrS.
119881	paryupasthā	paryupasTA	sthā	sTA	parse	1P,1Ā	Y	pari upa							prefix+root	pari+upa+sTA	pary-upa-√ sTA ¦ P. -tizWati, to be or stand round (acc.); to attend, serve, honour with (instr.), MBh.; R.;  (Ā.) to jo
119889	paryupaspṛś	paryupaspfS	spṛś	spfS	parse	6P	Y	pari upa							prefix+root	pari+upa+spfS	pary-upa-√ spfS ¦ (only ind.p. -spfSya), to touch or use (water) for the use of ablution or bathing, MBh.
119890	paryupahve	paryupahve	hve	hve	parse	1P,1Ā	Y	pari upa							prefix+root	pari+upa+hve	pary-upa-√ hve ¦ Ā. -ha/vate, to call near, invite, RV.
119893	paryupās	paryupAs	ās	As	parse	2Ā	Y	pari upa							prefix+root	pari+upa+As	pary-upAs ¦ (-upa-√ As) Ā. -upAste (3. pl. -upAsate Pot. 3. sg. -upAsIta; impf. 3. sg. -upAsat), to sit round, surround,
119912	paryūrṇu	paryUrRu	ūrṇu	UrRu	parse	2P,2Ā	Y	pari							prefix+root	pari+UrRu	pary-√ UrRu ¦ Ā. -UrRute, to cover or conceal one's self, MaitrS.
119913	paryūh	paryUh	ūh	Uh	parse	1P,1Ā	Y	pari							prefix+root	pari+Uh	pary-√ 1. Uh ¦ P. Ā. -Uhati, ˚te, (impf. -Ohat), to heap or pile round, to surround with mounds or embankments, AV.; VS.
119915	paryṛṣ	paryfz	ṛṣ	fz	parse	1P	Y	pari							prefix+root	pari+fz	pary-√ 1. fz ¦ P. pary-a/rzati, to flow round, to procure from every side by flowing, RV.
119916	paryṛṣ	paryfz	ṛṣ	fz	parse	1P	Y	pari							prefix+root	pari+fz	pary-√ 2. fz ¦ P. -fzati, (3. pl. aor. pary-Arizan = -Arzan), to embrace, clasp round, support, Br.; KātyŚr.
119918	parye	parye	i	i	parse	2P,2Ā	Y	pari ā							prefix+root	pari+A+i	pary-e ¦ (-A-√ i) P. -Eti (ind.p. e/tya), to roam about, AitBr.; to go round, circumambulate (acc.), ŚBr.; to come back,
119960	parvaśas	parvaSas	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		parva—Sa/s ¦ ind. limb by limb, l˚ from l˚, piece by piece (˚SaH-√ kf to cut to pieces), RV.
120043	parvatīkṛ	parvatIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	parvatI+kf	parvatI—√ kf ¦ to make into a mountain, Bhartṛ.
120184	palāy	palAy	i	i	parse	2P,2Ā	Y								stem+root (denominal/cmpd)	palA+i	palAy ¦ (fr. palA = parA and √ ay = i; cf. Pāṇ. viii, 2, 19, Sch.) Ā. pa/lAyate, TS.; Br.; MBh. &c. (ep. also P.; pf. pa
120186	palāyana	palAyana	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		palA˚yana ¦ n. fleeing, flight, escape, MBh.; Kāv. &c. (-kriyAM-√ kf, to take to flight, Pañc.)
120265	palyaṅg	palyaNg	aṅg	aNg	parse	1P,10P	Y	pari							prefix+root	pari+aNg	paly-√ aNg ¦ (pali = pari and √ aNg) Ā. paly-aNgayate (ind.p. -aNgya), to cause to go round, stir round, ŚBr. : Pass. -a
120266	palyay	palyay	ay	ay	parse	0	Y	pari							prefix+root	pari+ay	paly-√ ay ¦ (paly = pari and √ ay = √ i) Ā. paly-ayate, ŚBr. (cf. Pāṇ. viii, 2, 19).
120339	pallavīkṛ	pallavIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pallavI+kf	pallavI-√ kf ¦ (ind.p. -kftya), to make or change into a very young shoot, Kāvyād.
120346	palvalībhū	palvalIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	palvalI+BU	palvalI-√ BU ¦ to become a pool, Jātakam.
120459	pavitratarīkṛ	pavitratarIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pavitra+tarI+kf	pavitra—tarI-√ kf ¦ to purify or sanctify in a high degree, Kād.
120490	pavitrīkṛ	pavitrIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pavitrI+kf	pavitrI—√ kf ¦ to purify, cleanse, MBh.; BhP.
120492	pavitrībhū	pavitrIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	pavitrI+BU	pavitrI—√ BU ¦ (ind.p. -BUya), to become pure or clean, L.
120678	paśūkṛ	paSUkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	paSU+kf	paSU-√ kf ¦ to transform into an animal (esp. into a sacrificial victim), Mṛcch.; Kathās.
120715	paścāttāpa	paScAttApa	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		paScAt—tApa ¦ m. ‘after-pain’, sorrow, regret, repentance (˚paM-√ kf, to feel regret, repent), MBh.; Kāv.
120758	paścimadarśana	paScimadarSana	dṛś	dfS	fr-root	0P,0Ā	Y								root-attribution		paScima—darSana ¦ n. a last look (˚naM-√ dfS, to take one's last look), R.; Daś.
120844	pātrasātkṛ	pAtrasAtkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pAtrasAt+kf	pAtrasAt-√ kf ¦ to make a worthy person possessed of anything, Ragh.
120856	pātrīkṛ	pAtrIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pAtrI+kf	pAtrI—√ kf ¦ to make anything a recipient or object of (gen.), Megh.; Bālar.; to dignify, promote to honour (pp. -kfta),
120857	pātrībhū	pAtrIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	pAtrI+BU	pAtrI—√ BU ¦ to become a fitting recipient or worthy object (pp. -BUta), MBh.
121023	pāka	pAka	pā + ka	pA + ka	fr-root		?								root-attribution		1. pA/ka ¦ mfn. (either fr. √ 1. pA + ka, ‘drinking, sucking’, or fr. √ 2. pac, ‘ripening, growing’) very young, GṛS.
121360	pāṭalīkṛ	pAwalIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pAwalI+kf	pAwalI-√ kf ¦ to dye pale red, Kād.
121434	pāṇi	pARi	paṇ	paR	fr-root	1Ā	Y								root-attribution		2. pARi/ ¦ m. (said to be fr. √ paR) the hand, RV. &c. &c. (often ifc. = holding in the h˚, e.g. asi-p˚, holding a sword
121696	pāṇḍurīkaraṇakṛ	pARqurIkaraRakf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pARqurI+karaRa+kf	pARqurI-karaRa—√ kf ¦ to colour white, Kād.
121822	pātilī	pAtilI	pat	pat	fr-root	4Ā	Y								root-attribution		pAtilI ¦ f. (only L.; fr. √ pat?), a trap or snare for catching deer
121865	pāda	pAda	pat	pat	fr-root	4Ā	Y								root-attribution		pAda ¦ m. (ifc. f(A). , rarely f(I). ) the foot (of men and animals), RV. &c. &c. (the pl. sometimes added to proper nam
121915	pādatas	pAdatas	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		pAda—tas ¦ ind. from or at or near the feet (-taH-√ kf, to place at the feet), ŚāṅkhGṛ.; Mn.; Kathās.
121946	pādapīṭha	pAdapIWa	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		¦ (˚WI-√ kf), to make into a f˚-st˚, Kād.
121976	pādamūla	pAdamUla	pat	pat	fr-root	4Ā	Y								root-attribution		pAda—mUla ¦ n. ‘f˚-root’, the sole or heel (also as a polite designation of a person), Kāv.; Pur. (˚le ni-√ pat, to fall
122324	pāpacaka	pApacaka	pac	pac	fr-root	1P,1Ā	Y								root-attribution		pApacaka ¦ mfn. (fr. √ pac, Intens.) cooking repeatedly or very much, Pāṇ. i, 1, 4, Vārtt. 6, Pat.
122325	pāpaṭhaka	pApaWaka	paṭh	paW	fr-root	1P	Y								root-attribution		pApaWaka ¦ mfn. (fr. √ paW, Intens.) reading repeatedly or very much, ib.
122326	pāpati	pApati	pat	pat	fr-root	4Ā	Y								root-attribution		pApati ¦ mfn. (fr. √ pat) falling or flying repeatedly, Pāṇ. iii, 2, 171, Vārtt. 4.
122388	pāra	pAra	pṛ	pf	fr-root	3P,9P	Y								root-attribution		1. pAra/ ¦ mfn. (fr. √ pf; in some meanings also fr. √ pF) bringing across, RV. v, 31, 8
122389	pāra	pAra	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		pAra/ ¦ n. (rarely m.) the further bank or shore or boundary, any bank or shore, the opposite side, the end or limit of
123107	pārṣṇi	pArzRi	pṛṣ	pfz	fr-root	1P,1Ā	Y								root-attribution		pA/rzRi ¦ f. (L. also m.; rarely f(pArzRI). ; fr. √ pfz ? cf. Uṇ. iv, 52, Sch.) the heel, RV. &c. &c.
123109	pārṣṇi	pArzRi	grah	grah	fr-root	9P,9Ā	Y								root-attribution		¦ the rear of an army (˚Rim √ grah with gen., to attack in the rear), MBh.; Hariv.; Kāv.
123207	pāli	pAli	pal	pal	fr-root	1P	Y								root-attribution		pAli ¦ f. (in most meanings and ifc. f (also I).  [cf. under pAla]; according to Uṇ. iv, 529, Sch. fr. √ pal) the tip or
123305	pāvita	pAvita	pū	pU	fr-root	9P,9Ā,1Ā,1P	Y								root-attribution		pAvita ¦ mfn. (fr. √ pU, Caus.) cleansed, purified, Mn.; MBh. &c.
123319	pāśa	pASa	paś	paS	fr-root	0P,0Ā	Y								root-attribution		pA/Sa ¦ m. (once n. ifc. f(A). ; fr. √ 3. paS) a snare, trap, noose, tie, bond, cord, chain, fetter (lit. and fig.), RV.
123417	pāṣāṇa	pAzARa	paṣ	paz	fr-root	1P,1Ā,10P	Y								root-attribution		pAzARa ¦ m. (ifc. f(A). ; according to Uṇ. ii, 90, Sch. fr. √ paz; cf. pASI) a stone, Br.; MBh. &c.
123554	picchilīkṛ	picCilIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	picCilI+kf	picCilI-√ kf ¦ to make slippery or smeary, Kād.
123710	piñjarīkṛ	piYjarIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	piYjarI+kf	piYja˚rI-√ kf ¦ to dye r˚-yellow, ib.
123797	piṇḍatva	piRqatva	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		piRqa—tva ¦ n. being a lump or ball, density, condensation (-tvam A-√ gam, to become thick or intense), Kathās.
123955	piṇḍīkṛ	piRqIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	piRqI+kf	piRqI—√ kf ¦ (ind.p. -kftya), to make into a l˚ or b˚, press together, join, unite, concentrate, MBh. &c.; to identify w
123958	piṇḍībhū	piRqIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	piRqI+BU	piRqI—√ BU ¦ to be made into a l˚ or b˚, to become a solid body, L.
123991	pitṛ	pitf	pā	pA	fr-root	1P,1Ā,2Ā,2P	Y								root-attribution		pitf ¦ [Origin fr. √ 3. pA very doubtful; cf. Zd. pita; Gk. πατήρ; Lat. pater, Jup-piter; Goth. fadar; Germ. Vater; Eng.
124254	pidṛbh	pidfB	dṛbh	dfB	parse	1,10P	Y	api							prefix+root	api+dfB	pi-dfB ¦ for api-√ dfB (only -dfBmas), to adhere firmly to or hope in (acc.), ŚāṅkhBr.
124256	pidhā	piDA	pi	pi	parse	6P	Y								other	pi+DA	pi-DA ¦ = api-√ DA (q.v.)
124274	pinah	pinah	pi	pi	parse	6P	Y								other	pi+nah	pi-nah ¦ = api-√ nah (q.v.)
124282	pināka	pinAka	nam	nam	fr-root	1P,1Ā	Y								root-attribution		pi/nAka ¦ n. a species of talc, Bhpr. (Perhaps fr. pi-api-√ nam; cf. nAka.)
124297	pinī	pinI	pi	pi	parse	6P	Y								other	pi+nI	pi-√ nI ¦ P. -nayati, to put into (acc.), introduce, ĀpGṛ.
124305	pipakṣ	pipakz	pac	pac	fr-root	1P,1Ā	Y								root-attribution		pipakz ¦ mfn. (fr. √ 2. pac Desid.), Vop.
124306	pipaṭhiṣ	pipaWiz	paṭh	paW	fr-root	1P	Y								root-attribution		pipaWiz ¦ mfn. (fr. √ paW Desid.), ib.
124308	pipaviṣu	pipavizu	pū	pU	fr-root	9P,9Ā,1Ā,1P	Y								root-attribution		pipavizu ¦ mfn. (fr. √ 1. pU Desid.) wishing to purify, W.
124310	pipāsat	pipAsat	pā	pA	fr-root	1P,1Ā,2Ā,2P	Y								root-attribution		pipAsat ¦ mf(antI)n. (fr. √ 1. pA Desid.) wishing to drink, thirsty, Śak.
124319	pipiṣvat	pipizvat	pi	pi	fr-root	6P	Y								root-attribution		pipizvat ¦ (fr. √ pi = pI, pyA), swollen, overfull, abundant, RV.
124394	piplu	piplu	plu	plu	fr-root	1Ā,1P	Y								root-attribution		piplu ¦ m. (pi for api + √ plu?) a freckle, mark, mole, Nal.
124440	piśaṅgīkṛ	piSaNgIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	piSaNgI+kf	piSaNgI-√ kf ¦ to dye reddish, Mudr.
124596	piṣṭīkṛ	pizwIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pizwI+kf	pizwI-√ kf ¦ to grind down, Nīlak.
124603	pihita	pihita	dhā	DA	fr-root	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y								root-attribution		pi-hita ¦ pi-hiti. See pi-√ DA.
124649	pīḍ	pIq	sad	sad	fr-root	1,6P	Y								root-attribution		pIq ¦ (prob. fr. pisd = pi-√ sad) pf. pipIqe/, to be squeezed or pressed out (as Soma), RV. iv, 22, 8;  cl. 10. P. or Ca
124736	pīta	pIta	pi	pi	fr-root	6P	Y								root-attribution		2. pIta ¦ mf(A)n. (possibly fr. √ 2. pi or √ pyE, the colour of butter and oil being yellowish) yellow (the colour of th
125041	puṃrūpa	puMrUpa	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		puM—rUpa ¦ n. the form or shape of a man (˚paM √ kf, to assume the f˚ of a man), MW.
125343	puṇya	puRya	puṣ	puz	fr-root	4P	Y								root-attribution		pu/Rya ¦ mf(A)n. (perhaps fr. √ 2. puz, according to Uṇ. v, 15 from √ pU; see also √ puR) auspicious, propitious, fair,
125378	puṇyatarīkṛ	puRyatarIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	puRya+tarI+kf	puRya—ta˚rI-√ kf ¦ to make p˚ or h˚, Ragh.
125478	puṇyīkṛ	puRyIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	puRyI+kf	puRyI-√ kf ¦ to sanctify, consecrate, HPariś.
125494	putra	putra	puṣ	puz	fr-root	4P	Y								root-attribution		putra/ ¦ m. (etym. doubtful, perhaps fr. √ 2. puz; traditionally said to be a comp. put-tra, ‘preserving from the hell c
125635	putrībhū	putrIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	putrI+BU	putrI—√ BU ¦ to become a son, BhP.
125718	punaruktīkṛ	punaruktIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	punar+uktI+kf	punar—uktI-√ kf ¦ to render superfluous or useless, Kathās.
125874	purataḥkṛ	purataHkf	pur	pur	fr-root	6P	Y								stem+root (denominal/cmpd)	pura+taH+kf	pura—˚taH-√ kf ¦ to place in front, cause to precede, honour, R.; Kathās.
125914	puraskṛ	puraskf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	puras+kf	puras—√ kf ¦ (P. Ā. -karoti, -kurute), to place before or in front, cause to precede, RV. &c. &c.; to make one's leader,
126083	purodhā	puroDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y								stem+root (denominal/cmpd)	puro+DA	puro—√ DA ¦ P. Ā. -daDAti, -Datte, (Ā.) to place before or at the head, to appoint (esp. to priestly functions), charge,
126096	purobhāga	puroBAga	muc	muc	fr-root	1Ā	Y								root-attribution		¦ officiousness, obtrusiveness (˚gam √ muc, to quit the field, retire discomfited), Hariv.; Kād.
126133	pur	pur	pṝ	pF	fr-root	9P,6P,3P,3Ā	Y								root-attribution		¦ N. of a Daśa-rātra, KātyŚr. [Perhaps fr. √ pF and orig. identical with 1. pur; cf. Gk., πόλις]
126438	puruṣa	puruza	pṝ	pF	fr-root	9P,6P,3P,3Ā	Y								root-attribution		pu/ruza ¦ m. (mc. also pU/r˚; prob. fr. √ pF and connected with puru, pUru ifc. f(A). , rarely f(I). ; cf. Pāṇ. iv, 1, 2
126610	puruṣībhū	puruzIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	puruzI+BU	puruzI-√ BU ¦ to become a man, R.; Kathās.
127113	puṣpameghīkṛ	puzpameGIkf	puṣpa	puzpa	parse		?								stem+root (denominal/cmpd)	puzpa+meGI+kf	puzpa—me˚GI-√ kf ¦ to turn into a cl˚ r˚ f˚, Megh.
127781	pūrṇīkṛ	pUrRIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pUrRI+kf	pUrRI-√ kf ¦ to make complete, Kathās.
127834	pūrvam	pUrvam	bhāṣ	BAz	fr-root	1Ā,1P	Y								root-attribution		pU/rvam ¦ (am), ind. before (also as a prep. with abl.), formerly, hitherto, previously (sometimes with pres.), RV. &c.
127974	pūrvapakṣīkṛ	pUrvapakzIkf	pūrva	pUrva	parse		?								stem+root (denominal/cmpd)	pUrva+pakzI+kf	pUrva—pakzI-√ kf ¦ = -pakzaya.
128194	pūrvāparībhū	pUrvAparIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	pUrvAparI+BU	pUrvA˚parI-√ BU ¦ to follow one another, be connected with one another, Nir.; Sāh.
128301	pṛ	pf	pṛ	pf	fr-root	3P,9P	Y								root-attribution		2. pf ¦ cl. 5. P., cl. 6. Ā. pfRoti or priyate (Dhātup. xxvii, 12; xxviii, 109), to be busy or active (only in A-√ pf an
128305	pṛkṣ	pfkz	pṛc	pfc	fr-root	7P,7Ā,2,1P,3P,3Ā	Y								root-attribution		pf/kz ¦ f. (nom. wanting; prob. fr. √ 1. pfc) refreshment, satiation, nourishment, food, RV.
128306	pṛkṣa	pfkza	pṛc	pfc	fr-root	7P,7Ā,2,1P,3P,3Ā	Y								root-attribution		pfkza/ ¦ mfn. (either connected with pfSni, pfzat, or fr. √ 1. pfc) spotted, dappled (others ‘fleet, swift’; others, ‘ha
128387	pṛthakkṛ	pfTakkf	pṛthak	pfTak	parse		?								other	pfTak+kf	pfTak—√ kf ¦ to make separate, sunder, KātyŚr.; to keep off, avert, Sāy.
128442	pṛthagbhū	pfTagBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	pfTag+BU	pfTag—√ BU ¦ to be peculiar to, Divyāv.
128571	pṛthutarīkṛ	pfTutarIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pfTu+tarI+kf	pfTu—ta˚rI-√ kf ¦ to open (the eyes) wider, Ratnāv.
128668	pṛthūkṛ	pfTUkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pfTU+kf	pfTU-√ kf ¦ to extend, expand, enlarge, spread out, MW.
128823	pṛṣṭha	pfzWa	yā	yA	fr-root	2P	Y								root-attribution		pfzWa/ ¦ n. (prob. fr. pra-sTa, ‘standing forth prominently’; ifc. f(A). ) the back (as the prominent part of an animal)
128857	pṛṣṭhamāṃsa	pfzWamAMsa	khād	KAd	fr-root	1P,1Ā	Y								root-attribution		pfzWa—mAMsa ¦ n. the flesh on the back (˚saM-√ KAd or Bakz, ‘to eat the flesh of a person's back’, backbite), MBh.; Kāv.
128893	pṛṣṭhakekṛ	pfzWakekf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pfzWake+kf	pfzWa˚ke-√ kf ¦ to place behind, postpone, neglect, resign, Caurap.; Pañc.
128894	pṛṣṭhībhū	pfzWIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	pfzWI+BU	pfzWI-√ BU ¦ to become depressed or dejected, L. (prob. w.r. for pizwI-√ BU).
128933	peṭaka	pewaka	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		pewaka ¦ n. a multitude, company, quantity, number, Rājat.; Kathās. (˚kaM-√ kf, with instr. ‘to join or consort with’)
129009	peśalīkṛ	peSalIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	peSalI+kf	peSalI-√ kf ¦ to render beautiful, R.
129045	peṣaṇa	pezaRa	yā	yA	fr-root	2P	Y								root-attribution		¦ crushing (˚RaM-√ yA, to be crushed), MārkP.
129058	peṣīkṛ	pezIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	pezI+kf	pezI—√ kf ¦ (ind.p. -kftya or -kftvA), to crush, pound, MBh. (cf. 2. peSI).
129255	poṭṭalīkṛ	powwalIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	powwalI+kf	powwalI-√ kf ¦ to put together into a bundle or packet, Car.
129259	pota	pota	pū	pU	fr-root	9P,9Ā,1Ā,1P	Y								root-attribution		pota ¦ m. (hardly fr. √ pU; but cf. Uṇ. iii, 86) a young animal or plant (mostly ifc., e.g. mfga-p˚ ‘a y˚ deer’, cUta-p˚
129782	prakaṭīkṛ	prakawIkf	kaṭī	kawI	parse		?	pra							prefix+root	pra+kawI+kf	pra-˚kawI—√ kf ¦ (ind.p. -kftya), to manifest, unfold, display, Kāv.; Pañc. &c.
129782	prakaṭībhū	prakawIBU	kaṭī	kawI	parse		?	pra							prefix+root	pra+kawI+BU	pra-˚kawI—√ BU ¦ (ind.p. -BUya), to become manifest, appear, Kāv.; Kathās.
129784	prakath	prakaT	kath	kaT	parse	10P,10Ā	Y	pra							prefix+root	pra+kaT	pra-√ kaT ¦ P. -kaTayati (ind.p. kaTayya, Pāṇ. vi, 4, 56, Sch.), to announce, proclaim, R.
129788	prakamp	prakamp	kamp	kamp	parse	1Ā,1P	Y	pra							prefix+root	pra+kamp	pra-√ kamp ¦ Ā. -kampate, to tremble, shake, quiver, MBh.; R.; to become lax, be loosened, Suśr.; to vibrate (said of so
129800	prakara	prakara	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		pra-kara ¦ &c. See pra-√ kf.
129801	prakara	prakara	kṝ	kF	fr-root	6P,6Ā	Y								root-attribution		pra-kara ¦ See pra-√ kF, p. 654.
129802	prakarṣa	prakarza	kṛṣ	kfz	fr-root	1P,1Ā,6P,6Ā	Y								root-attribution		pra-karza ¦ &c. See pra-√ kfz.
129803	prakal	prakal	kal	kal	parse	1Ā	Y	pra							prefix+root	pra+kal	pra-√ 2. kal ¦ P. -kAlayati, to drive onwards, chase, pursue, MBh.; to drive out (cattle for grazing), Gobh.; to urge on
