L_id	headword	headword_slp1	root	root_slp1	root_via	root_class	root_canonical	prefixes	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	deriv_type	parse	context
202717	visidh	visiD	sidh	siD	parse	1P	Y	vi							prefix+root	vi+siD	vi-√ 1. siD ¦ P. -seDati, to resort to (acc.), Pāṇ. viii, 3, 113, Sch.
202718	visismāpayiṣu	visismApayizu	smi	smi	fr-root	1Ā	Y								root-attribution		vi-sismApayizu ¦ mfn. (fr. Desid. of Caus. of vi-√ smi) wishing to astonish or surprise, MBh.
202719	visismārayiṣu	visismArayizu	smṛ	smf	fr-root	1P,1Ā	Y								root-attribution		vi-sismArayizu ¦ mfn. (fr. Desid. of Caus. of vi-√ smf) wishing to make forget, HPariś.
202724	visūtr	visUtr	sūtr	sUtr	parse	10P	Y	vi							prefix+root	vi+sUtr	vi-√ sUtr ¦ P. -sUtrayati, to drive away, remove, Vās.; Bālar.; to throw into confusion, Rājat.
202733	visṛ	visf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	vi							prefix+root	vi+sf	vi-√ sf ¦ P. -sarati, -sisarti (Ved. and ep. also Ā. perf. vi-sasre, RV.), to run or flow through, RV.; to spread out in
202769	visṛj	visfj	sṛj	sfj	parse	6P,6Ā	Y	vi							prefix+root	vi+sfj	vi-√ sfj ¦ P. -sfjati (ep. also Ā.), to send or pour forth, let go or run or flow, discharge, emit, shoot, cast, hurl (l
202810	visarjanīya	visarjanIya	sṛj	sfj	fr-root	6P,6Ā	Y								root-attribution		vi-sarjanIya ¦ mfn. (fr. vi-√ sfj) to be sent forth or emitted &c., W.
202838	visṛp	visfp	sṛp	sfp	parse	1P	Y	vi							prefix+root	vi+sfp	vi-√ sfp ¦ P. -sarpati (mc. also Ā.; Ved. inf. -sf/pas), to glide, move along or about, sneak, steal, VS. &c. &c.; to fl
202855	viskambh	viskamB	skambh	skamB	parse	5,9P,1Ā	Y	vi							prefix+root	vi+skamB	vi-√ skamB ¦ See vi-zkamB.
202857	viskhal	visKal	skhal	sKal	parse	1P	Y	vi							prefix+root	vi+sKal	vi-√ sKal ¦ (only pf. -casKale), to stumble, trip, Śiś. xv, 57.
202862	vistan	vistan	stan	stan	parse	1P	Y	vi							prefix+root	vi+stan	vi-√ stan ¦ P. -stanati, to groan aloud, sound, Bhaṭṭ.; Jātakam.
202863	vistṛ	vistf	stṛ	stf	parse	5,9P,9Ā,5P,5Ā	Y	vi							prefix+root	vi+stf	vi-√ stf (or -stF) ¦ P. Ā. -stfRoti, -stfRute;  -stfRAti, -stfRIte (ep. also -starati; ind.p. -stIrya, or -stftya), to s
202870	vistara	vistara	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		vi-stara ¦ m. detail, particulars, full or detailed description, amplification (also as direction to a narrator = vistar
202917	vispand	vispand	spand	spand	parse	1Ā	Y	vi							prefix+root	vi+spand	vi-√ spand ¦ Ā. -spandate, to quiver, throb, tremble, start, MBh.; Hariv.; to struggle, strive, exert one's self, Jātaka
202920	vispardh	visparD	spardh	sparD	parse	1Ā,1P	Y	vi							prefix+root	vi+sparD	vi-√ sparD ¦ Ā. -sparDate (mc. also P.), to emulate, vie with (acc.; instr. with or without saha or sArDam), MBh.; R.; J
202927	vispaṣṭīkṛ	vispazwIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vispazwI+kf	vispazwI—√ kf ¦ P. -karoti, to make clear or evident, Sāy.
202928	vispṛ	vispf	spṛ	spf	parse	5P	Y	vi							prefix+root	vi+spf	vi-√ spf ¦ See vi-zpf, p. 1000, col. 2.
202929	visphar	visPar	sphar	sPar	parse	6P	Y	vi							prefix+root	vi+sPar	vi-√ sPar ¦ (cf. vi-√ sPur), Caus. -sPArayati (Pass. ˚ryate), to open wide (eyes), MBh.; Kāv. &c.; to draw, discharge (a
202938	visphal	visPal	sphal	sPal	parse	1P	Y	vi							prefix+root	vi+sPal	vi-√ sPal ¦ See next.
202940	visphāy	visPAy	sphāy	sPAy	parse	1Ā	Y	vi							prefix+root	vi+sPAy	vi-√ sPAy ¦ Ā. -sPAyate, to swell, Sadukt.
202942	visphuṭ	visPuw	sphuṭ	sPuw	parse	6P,1P,1Ā	Y	vi							prefix+root	vi+sPuw	vi-√ sPuw ¦ P. -sPuwati, -sPowati (fut. -sPuwizyati), to burst open, be split or cleft or rent asunder, R.; MārkP.
202955	visphur	visPur	sphur	sPur	parse	6P	Y	vi							prefix+root	vi+sPur	vi-√ sPur ¦ (cf. vi-√ sPar) P. -sPurati, or -zPurati (Pāṇ. viii, 3, 76), to dart asunder (intr.), RV.; ŚBr.; to quiver,
202964	visphorya	visPorya	sphur	sPur	fr-root	6P	Y								root-attribution		vi-˚sPorya ¦ mfn. (fut. p.p. of vi-√ sPur), Pat.
202965	visphurj	visPurj	sphurj	sPurj	parse	0	Y	vi							prefix+root	vi+sPurj	vi-sPurj ¦ &c. See vi-√ sPUrj.
202966	visphul	visPul	sphul	sPul	parse	6P	Y	vi							prefix+root	vi+sPul	vi-√ sPul ¦ P. -sPulati, or -zPu-lati (Pāṇ. viii, 3, 76), to wave or flicker to and fro, move hither and thither, Bhaṭṭ.
202967	visphuliṅga	visPuliNga	bhū	BU	fr-root	1P,1Ā	Y								root-attribution		vi-˚sPuliNga ¦ m. (cf. vi-zPuliNga) a spark of fire, Up.; MBh. &c. (˚gI-√ BU P. -Bavati, to become a mere spark, Inscr.)
202971	visphūrj	visPUrj	sphūrj	sPUrj	parse	1P	Y	vi							prefix+root	vi+sPUrj	vi-√ sPUrj ¦ (incorrectly -sPurj) P. -sPUrjati, to resound, thunder, roar, BhP.; to snort, MBh.; to break forth, appear,
202984	visphoṭa	visPowa	sphuṭ	sPuw	fr-root	6P,1P,1Ā	Y								root-attribution		vi-sPowa ¦ &c. See above under vi-√ sPuw.
202985	vismi	vismi	smi	smi	parse	1Ā	Y	vi							prefix+root	vi+smi	vi-√ smi ¦ Ā. -smayate (mc. also P.), to wonder, be surprised or astonished at (instr. loc., or abl.), ŚBr. &c. &c.; to
203018	vismṛ	vismf	smṛ	smf	parse	1P,1Ā	Y	vi							prefix+root	vi+smf	vi-√ smf ¦ P. -smarati (mc. also Ā.), to forget, be unmindful of (acc. or gen.), MBh.; Kāv. &c.: Pass. -smaryate (aor. v
203033	visyand	visyand	syand	syand	parse	1Ā	Y	vi							prefix+root	vi+syand	vi-√ syand ¦ vi-syanda &c. See vi-zyand, p. 1000, col. 2.
203034	visra	visra	vis	vis	fr-root	0	Y								root-attribution		visra ¦ mfn. (fr. √ vis for bis?) musty, smelling of raw meat, VarBṛS.; Kathās.; Suśr. &c.
203047	visraṃs	visraMs	sraṃs	sraMs	parse	1Ā	Y	vi							prefix+root	vi+sraMs	vi-√ sraMs ¦ Ā. -sraMsate (ep. also P.; Ved. inf. -sra/saH cf. vi-sra/s), to fall asunder, break down, collapse, be brok
203075	visrambh	visramB	srambh	sramB	parse	0	Y	vi							prefix+root	vi+sramB	vi-√ sramB, ¦ vi-sramBa &c. See vi-√ SramB, p. 992, col. 1.
203077	visru	visru	sru	sru	parse	1P	Y	vi							prefix+root	vi+sru	vi-√ sru ¦ P. -sravati, to flow forth or away, issue from (abl.), ŚBr.; MBh.; to discharge or emit (any fluid), MBh.; R.
203081	visravanmiśra	visravanmiSra	sru	sru	fr-root	1P	Y								root-attribution		vi-sravan-miSra/ ¦ mfn. (pr. p. of vi-√ sru + m˚) having blood streaming forth (on it), ŚBr.
203092	visruh	visruh	sruh	sruh	fr-root		Y								root-attribution		vi-sru/h ¦ f. (prob. fr. √ sruh = ruD, to grow; cf. vI-ruD) a plant, shoot (?), RV. v, 44, 3 (read vi-sruhAm); vi, 7, 6
203093	visvan	visvan	svan	svan	parse	1P	Y	vi							prefix+root	vi+svan	vi-√ svan ¦ (cf. vi-zvan) P. -svanati, to sound forth, roar, yell, Śiś. xviii, 77 (cf. Pāṇ. viii, 3, 69, Sch.)
203094	visvap	visvap	svap	svap	parse	2P	Y	vi							prefix+root	vi+svap	vi-√ svap ¦ P. -svapiti (pf. -suzvApa), Vop.
203099	vihan	vihan	han	han	parse	2P,2Ā,1	Y	vi							prefix+root	vi+han	vi-√ han ¦ (often w.r. for ni-han) P. -hanti, to strike apart or asunder, disperse, shatter, break, destroy, RV.; AV.; B
203117	vihara	vihara	hṛ	hf	fr-root	1P,1Ā	Y								root-attribution		vi-hara ¦ &c. See vi-√ hf, col. 2.
203118	vihary	vihary	hary	hary	parse	1P,1Ā	Y	vi							prefix+root	vi+hary	vi-√ hary ¦ P. -haryati, to scorn, repudiate, Nir. vii, 17 (cf. a-viharyata-kratu).
203121	vihava	vihava	hve	hve	fr-root	1P,1Ā	Y								root-attribution		vi-hava ¦ &c. See vi-√ hve, p. 1004.
203122	vihas	vihas	has	has	parse	1P	Y	vi							prefix+root	vi+has	vi-√ has ¦ P. -hasati, to laugh loudly, burst out laughing, MBh.; Kāv. &c.; to laugh at (acc., rarely gen.), Kāv.; BhP.;
203131	vihā	vihA	hā	hA	parse	3Ā	Y	vi							prefix+root	vi+hA	vi-√ 1. hA ¦ Ā. -jihIte, to go apart, become expanded, start asunder, open, fly open, gape, yawn, RV.; AV.; TS.; ŚBr. :
203172	vihā	vihA	hā	hA	parse	3Ā	Y	vi							prefix+root	vi+hA	vi-√ 3. hA ¦ P. -jahAti, (ind.p. -hAya See below), to leave behind, relinquish, quit, abandon, RV. &c. &c. (with SarIra
203190	vihiṃs	vihiMs	hiṃs	hiMs	parse	1,7P,7Ā,10P	Y	vi							prefix+root	vi+hiMs	vi-√ hiMs ¦ P. -hiMsati, to injure severely, hurt, damage, Mn.; MBh. &c.: Caus. -hiMsayati id., MBh.
203219	vihurch	vihurC	hurch	hurC	parse	1P	Y	vi							prefix+root	vi+hurC	vi-√ hurC (or -hUrC) ¦ P. -hUrCati, to waddle, toddle, sway from one side to another (applied to a corpulent person's ga
203220	vihṛ	vihf	hṛ	hf	parse	1P,1Ā	Y	vi							prefix+root	vi+hf	vi-√ hf ¦ P. -harati (rarely Ā.), to put asunder, keep apart, separate, open, RV.; AV.; Br.; ŚrS.; to distribute and tra
203284	viheṭh	viheW	heṭh	heW	parse	1P,1Ā,9P	Y	vi							prefix+root	vi+heW	vi-√ heW ¦ Caus. P. -heWayati, to hurt, injure, Lalit.
203289	vihel	vihel	hel	hel	parse		Y	vi							prefix+root	vi+hel	vi-√ hel ¦ Caus. Ā. -helayate, to vex, annoy, MBh. xiii, 6720 (B. -GAtayate).
203290	vihnu	vihnu	hnu	hnu	parse	2Ā	Y	vi							prefix+root	vi+hnu	vi-√ hnu ¦ Ā. -hnute, Sch. on APrāt. i, 100.
203291	vihmal	vihmal	hmal	hmal	parse	1P	Y	vi							prefix+root	vi+hmal	vi-√ hmal ¦ Caus. -hmalayati, ib.
203292	vihru	vihru	hru	hru	parse	9P	Y	vi							prefix+root	vi+hru	vi-√ hru ¦ (cf. vi-√ hvf below) P. -hruRAti, to cause to deviate, turn aside, frustrate, spoil, RV.
203296	vihvarita	vihvarita	hvṛ	hvf	fr-root	1P,1Ā	Y								root-attribution		vi-hvarita ¦ See vi-√ hvf.
203297	vihval	vihval	hval	hval	parse	1P	Y	vi							prefix+root	vi+hval	vi-√ hval ¦ P. -hvalati, to shake or sway to and fro, tremble, be agitated or unsteady, stagger, MantraBr.; MBh.; Kāv. &
203313	vihvṛ	vihvf	hvṛ	hvf	parse	1P,1Ā	Y	vi							prefix+root	vi+hvf	vi-√ hvf ¦ (cf. vi-√ hru), to stagger, stumble, fall, TĀr. (cf. a-vihvarat) : Caus. (only aor. Subj. -jihvaraH), to caus
203316	vihve	vihve	hve	hve	parse	1P,1Ā	Y	vi							prefix+root	vi+hve	vi-√ hve ¦ Ā. -hvayate (cf. Pāṇ. i, 3, 30), to call in different places, call, invoke, vie in calling, contend for anyth
203329	vī	vI	vī	vI	fr-root	2P,2Ā	Y								root-attribution		1. vI ¦ cl. 2. P. (Dhātup. xxiv, 39) veti (accord. to some in the conjug. tenses substituted for √ aj; 2. sg. ve/zi also
203342	vītavat	vItavat	vī	vI	fr-root	2P,2Ā	Y								root-attribution		vIta—vat ¦ mfn. containing the word vIta or other forms fr. √ vI, ĀśvŚr.
203350	vī	vI	i	i	parse	2P,2Ā	Y	vi							prefix+root	vi+i	√ 3. vI ¦ (vi- 5. i) P. vy-eti (3. pl. viyanti; impf. vy-Et; pf. vIyAya; inf. vy-etum; for vyayati, vyayayati See √ vyay
203411	vīkṣ	vIkz	īkṣ	Ikz	parse	1Ā	Y	vi							prefix+root	vi+Ikz	vIkz ¦ (vi-√ Ikz) Ā. vIkzate (ep. also P.), to look at, see, behold, ŚBr. &c. &c.; to look upon, regard (pitf-vat, as a
203437	vīṅkh	vINK	īṅkh	INK	parse	1P	Y	vi							prefix+root	vi+INK	vINK ¦ (vi-√ INK), Caus. vINKayati (only 3. du. impf. vy-ENKayatAm), to toss to and fro, swing, PañcavBr.
203441	vīṅgita	vINgita	iṅg	iNg	fr-root	1P,1Ā	Y								root-attribution		vI/Ngita ¦ mfn. (fr. vi-√ iNg) tossed, moved to and fro, TBr. (w.r. vINkita).
203518	vīta	vIta	vai	vE	fr-root	1P,1Ā	Y								root-attribution		4. vIta ¦ mfn. (prob. fr. √ vE; for 1. 2. 3. vIta See under √ 1. 3. 4. vI) worn out, useless, L.
203524	vīthi	vITi	vī	vI	fr-root	2P,2Ā	Y								root-attribution		vITi or vITI. ¦ f. (perhaps fr. √ vI; cf. 1. vIta) a row, line, Kāv.; Rājat.;  a road, way, street, MBh.; Kāv. &c.;  a r
203548	vīn	vIn	in	in	parse		Y	vi							prefix+root	vi+in	vIn ¦ (vi-√ in, or inv) P. vInoti, to drive away, scatter, disperse, RV.; to send forth in various ways, bestow, ib.
203556	vīps	vIps	āp	Ap	fr-root	5P,5Ā	Y								root-attribution		vIps ¦ (Desid. of vy-√ Ap) P. vI/psati, to wish to pervade, Pat.
203563	vīr	vIr	īr	Ir	parse	2Ā,2P	Y	vi							prefix+root	vi+Ir	1. vIr ¦ (vi-√ Ir; only aor. vy-Erat), to split, break into pieces, tear open, divide asunder, RV. : Caus. vIrayati (imp
203961	vīṣ	vIz	īṣ	Iz	parse	1Ā,1P	Y	vi							prefix+root	vi+Iz	1. vIz ¦ (vi-√ Iz) P. vIzati, to go in various directions, spread, extend, Kāṭh.
203963	vīṣ	vIz	iṣ	iz	parse	1P,1Ā,4P,4Ā	Y	vi							prefix+root	vi+iz	√ 2. vIz ¦ (vi- 3. iz) P. vIcCati, to seek for, TBr.
204010	vṛtrakhāda	vftraKAda	khid	Kid	fr-root	6,7Ā,4Ā,4P	Y								root-attribution		vftra—KAda/ ¦ mfn. consuming or destroying (others ‘plaguing’, fr. √ Kid) Vṛtra, RV.
204249	vṛkṣaśa	vfkzaSa	śī	SI	fr-root	2Ā,1	Y								root-attribution		vfkza—Sa ¦ m. (Sa said to be fr. √ SI, ‘to sleep’), a lizard, a chameleon, L.
204508	vṛtti	vftti	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		¦ profession, maintenance, subsistence, livelihood (often ifc.; cf. uYCa-v˚; vfttiM-√ kf or √ kxp [Caus.] with instr., ‘
204567	vṛddha	vfdDa	vardh	varD	fr-root	10P	Y								root-attribution		1. vfdDa ¦ mfn. (fr. √ varD, p. 926, col. 1) cut, cut off, destroyed, MBh.
204780	vṛnda	vfnda	vṛ	vf	fr-root	5,9,1P,1Ā	Y								root-attribution		vfnda/ ¦ n. (fr. √ 1. vf ?) a heap, multitude, host, flock, swarm, number, quantity, aggregation (vfndaM vfndam, vfndEs,
204835	vṛścana	vfScana	vraśc	vraSc	fr-root	6P	Y								root-attribution		vfScana ¦ m. (fr. √ vraSc) a scorpion, L.
205300	vega	vega	vij	vij	fr-root	6Ā,1P,3P,3Ā	Y								root-attribution		ve/ga ¦ m. (fr. √ vij) violent agitation, shock, jerk, AV.; R.
205303	vega	vega	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		¦ impetuosity, vehemence, haste, speed, rapidity, quickness, velocity (vegAd vegaM-√ gam, to go from speed to speed, inc
205316	vegatara	vegatara	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		vega—tara ¦ m. greater swiftness (vegAd vegataraM-√ gam, to run faster and faster; cf. vega), Pañcat. (B.)
205410	vecā	vecA	vic	vic	fr-root	7P,7Ā,3	Y								root-attribution		vecA ¦ f. (said to be fr. √ vic) hire, wages, L.
205435	veṇi	veRi	ve	ve	fr-root	1P,1Ā	Y								root-attribution		veRi ¦ f. (fr. √ 1. ve) weaving, braiding, L.
205543	vetana	vetana	vī	vI	fr-root	2P,2Ā	Y								root-attribution		vetana ¦ n. (accord. to Uṇ. iii, 150 fr. √ vI, but rather connected with √ vft; cf. vartana) wages, hire, salary, subsis
205595	vettṛ	vettf	vid	vid	fr-root	2P	Y								root-attribution		1. vettf ¦ mfn. (fr. √ 1. vid) one who knows or feels or witnesses or experiences, a knower, experiencer, witness, ŚvetU
205598	vettṛ	vettf	vid	vid	fr-root	2P	Y								root-attribution		2. vettf ¦ m. (fr. √ 3. vid) one who obtains in marriage, an espouser, husband, Āpast.
205599	vetra	vetra	vī	vI	fr-root	2P,2Ā	Y								root-attribution		vetra ¦ m. n. (accord. to Uṇ. iv, 166, fr. √ 1. vI; prob. connected with √ 1. ve cf. veRu) a kind of large reed (used fo
205647	veda	veda	vid	vid	fr-root	2P	Y								root-attribution		1. veda ¦ m. (fr. √ 1. vid, q.v.) knowledge, true or sacred knowledge or lore, knowledge of ritual, RV.; AitBr.
206071	vedīyas	vedIyas	vid	vid	fr-root	2P	Y								root-attribution		ve/dIyas ¦ mfn. knowing (others ‘finding’, ‘acquiring’, fr. √ 3. vid) better than (abl.), RV. vii, 98, 1.
206079	veda	veda	vid	vid	fr-root	2P	Y								root-attribution		2. veda ¦ m. (fr. √ 3. vid) finding, obtaining, acquisition (see su-v˚)
206158	vedhas	veDas	dhā	DA	fr-root	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y								root-attribution		veDa/s ¦ mfn. (in some meanings prob. connected with vi-√ DA; nom. m. veDA/s acc. veDa/sam or veDA/m) pious, religious,
206263	vela	vela	vip	vip	fr-root	1Ā	Y								root-attribution		vela ¦ n. a garden, grove, L. (cf. vipina fr. √ 1. vip)
206275	velā	velA	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		¦ opportunity, occasion, interval, leisure (velAm pra-√ kf, to watch for an opportunity; velAyAm, at the right moment or
206441	veśyāyattīkṛ	veSyAyattIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	veSyA+yattI+kf	veSyA—˚ya˚ttI-√ kf ¦ to make dep˚ on h˚, Rājat.
206451	veṣa	veza	viṣ	viz	fr-root	3P,1P,3	Y								root-attribution		ve/za ¦ m. (ifc. f(A or I).  cf. BUta-vezI; fr. √ viz) work, activity, management, VS.; Kauś.; KātyŚr.
206452	veṣa	veza	sthā	sTA	fr-root	1P,1Ā	Y								root-attribution		¦ dress, apparel, ornament, artificial exterior, assumed appearance (often also = look, exterior, appearance in general)
206498	veṣṭana	vezwana	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		¦ anything that surrounds or wraps &c., a bandage, band, girdle (˚naM-√ kf, ‘to bandage’), MBh.; Pañcat.
207208	vaidhurya	vEDurya	dhā	DA	fr-root	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y								root-attribution		¦ bereavement, deprivation, absence (˚yaM vi-√ DA, ‘to deprive of’, ‘remove’), Bālar.; Sāh.
207564	vairībhū	vErIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	vErI+BU	vErI-√ BU ¦ P. -Bavati, to change into enmity, become unfriendly, Śak.
207764	vaiśasa	vESasa	śas	Sas	fr-root	1P	Y								root-attribution		vESasa ¦ mfn. (fr. a form vi-Sasa, derived fr. vi-√ Sas; cf. vi-Sasana) causing death or destruction, MBh.
208140	voḍha	voQa	vah	vah	fr-root	1P,1Ā	Y								root-attribution		voQa ¦ mfn. (fr. √ 1. vah) led home married, MBh.
208210	vyaṅgulīkṛ	vyaNgulIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vy+aNgulI+kf	vy—aNgulI—√ kf ¦ P. -karoti to deprive of the fingers, MBh.
208226	vyantīkṛ	vyantIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vy+antI+kf	vy—antI—√ kf ¦ P. -karoti to keep off, remove, L.
208236	vyapatrapā	vyapatrapA	trap	trap	fr-root	1	Y								root-attribution		vy—apatrapA ¦ (A), f. See under vy-apa-√ trap.
208245	vyarṇa	vyarRa	ard	ard	fr-root	6P,1P,7	Y								root-attribution		1. vy—arRa ¦ mfn. (for 2. See vy-√ ard) waterless, without water, PañcavBr.; ŚrS.
208285	vyāvṛta	vyAvfta	vṛ	vf	fr-root	5,9,1P,1Ā	Y								root-attribution		1. vy—Avfta ¦ mfn. (for 2. See under vy-A-√ vf) uncovered, opened, open to (loc.), Ragh. i, 19 (v.l.)
208295	vyupaśama	vyupaSama	śam	Sam	fr-root	4P,9	Y								root-attribution		1. vy—upaSama ¦ m. (for 2. See vyupa-√ Sam) non-cessation, not ceasing or desisting, Mālatīm.; Sāh.
208310	vyaṃs	vyaMs	aṃs	aMs	parse		Y	vi							prefix+root	vi+aMs	vy-√ aMs ¦ P. -aMsayati, to cheat, deceive, Divyāv.
208318	vyakṣ	vyakz	akṣ	akz	parse	1,5	Y	vi							prefix+root	vi+akz	vy-√ akz ¦ P. -akzati, or -akzRoti = vy-√ aS, to pervade, &c., MW.
208351	vyaṅgīkṛ	vyaNgIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vyaNgI+kf	vyaNgI-√ kf ¦ P. -k aroti = vyaNgaya, MBh.; Hariv.
208354	vyac	vyac	ac	ac	fr-root	1P,1Ā	Y								root-attribution		1. vyac ¦ (cf. √ vic; prob. orig. identical with 2. vy-√ ac) cl. 6. P. (Dhātup. xxviii, 12) vicati (only in cl. 3. pr. v
208356	vyacas	vyacas	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		¦ wide space, free scope, room, RV.; AV.; ŚBr. (vyacas-√ kf, to dilate, expand, open, Kauś.)
208360	vyac	vyac	ac	ac	parse	1P,1Ā	Y	vi							prefix+root	vi+ac	2. vy-√ ac (or aYc), ¦ P. Ā. -acati, ˚te, to bend asunder, make wide, extend, RV.; AV.
208362	vyaj	vyaj	aj	aj	parse	1P	Y	vi							prefix+root	vi+aj	1. vy-√ aj ¦ P. -ajati, to drive away (Pass. vy-ajya/te), RV. x, 85, 28; to go through or across, furrow, ib. v, 54, 4.
208373	vyajanīkṛ	vyajanIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vyajanI+kf	vyajanI—√ kf ¦ P. -karoti, to make into (or, use as) a fan, Kād.
208374	vyajanībhū	vyajanIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	vyajanI+BU	vyajanI—√ BU ¦ P. -Bavati, to become or be a fan, Ragh.
208378	vyañj	vyaYj	añj	aYj	parse	7P,7Ā	Y	vi							prefix+root	vi+aYj	vy-√ aYj ¦ P. Ā. -anakti, -aNkte, (Ā.) to anoint thoroughly, RV.; to decorate, adorn, beautify, ib.;  (P. Ā.) to cause t
208418	vyakti	vyakti	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		vy-akti ¦ f. visible appearance or manifestation, becoming evident or known or public (acc. with √ Baj, A-√ gam, and A-√
208428	vyaktīkṛ	vyaktIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vyaktI+kf	vyaktI—√ kf ¦ P. -karoti, to make m˚ or clear or d˚ (-kfta mfn. made m˚ or clear or d˚), Kathās.
208430	vyaktībhū	vyaktIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	vyaktI+BU	vyaktI—√ BU ¦ P. -Bavati, to become m˚ or clear or d˚ (-BUta mfn. become manifest or clear or distinct), MBh.; VarBṛS.;
208486	vyatikṛ	vyatikf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	vi ati							prefix+root	vi+ati+kf	vy-ati-√ kf ¦ only Pass. -kriyate, to be greatly changed or moved, BhP.
208495	vyatikṝ	vyatikF	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	vi ati							prefix+root	vi+ati+kf	vy-ati-√ kF ¦ Pass. -kIryate, to be mixed or blended together, Śaṃk.
208502	vyatikram	vyatikram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	vi ati							prefix+root	vi+ati+kram	vy-ati-√ kram ¦ P. Ā. -krAmati, -kramate (ind.p. -kramya), to go or pass by, step over or beyond (lit. and fig.), MBh.;
208519	vyatigam	vyatigam	gam	gam	parse	1P,2P,3P,1Ā	Y	vi ati							prefix+root	vi+ati+gam	vy-ati-√ gam ¦ P. -gacCati, to go against each other, Pāṇ. i, 3, 15, Sch.
208521	vyatigā	vyatigA	gā	gA	parse	3P,3Ā,2P,2Ā	Y	vi ati							prefix+root	vi+ati+gA	vy-ati-√ gA ¦ P. -jigAti (only aor. vy-aty-agAt), to pass by, Ragh.
208522	vyaticar	vyaticar	car	car	parse	1Ā,1P	Y	vi ati							prefix+root	vi+ati+car	vy-ati-√ car ¦ (only 1. sg. pr. Ā. -care), to transgress against, offend (acc.), R.
208525	vyatijalp	vyatijalp	jalp	jalp	parse	1Ā	Y	vi ati							prefix+root	vi+ati+jalp	vy-ati-√ jalp ¦ P. -jalpati, to chatter together, gossip, Pāṇ. i, 3, 15, Vārtt. 1, Pat.
208526	vyatiji	vyatiji	ji	ji	parse	1Ā,9Ā	Y	vi ati							prefix+root	vi+ati+ji	vy-ati-√ ji ¦ (only 3. sg. pf. Ā. -jigye), to conquer, surpass, excel, Bhaṭṭ.
208527	vyatitan	vyatitan	tan	tan	parse	1,10	Y	vi ati							prefix+root	vi+ati+tan	vy-ati-√ tan ¦ (only 3. du. impf. Ā. vyaty-atanvAtAm), to vie with each other in extending or spreading out, Bhaṭṭ.
208528	vyatitṝ	vyatitF	tṝ	tF	parse	1P,1Ā,5,3,6P,6Ā	Y	vi ati							prefix+root	vi+ati+tF	vy-ati-√ tF ¦ (only 3. sg. P. -tarizyati), to pass completely across, overcome, Bhag.
208529	vyatinī	vyatinI	nī	nI	parse	1P,1Ā	Y	vi ati							prefix+root	vi+ati+nI	vy-ati-√ nI ¦ P. -nayati, to let pass (time), ĀśvŚr.
208530	vyatipaṭh	vyatipaW	paṭh	paW	parse	1P	Y	vi ati							prefix+root	vi+ati+paW	vy-ati-√ paW ¦ P. -paWati, to recite mutually, Pāṇ. i, 3, 15, Vārtt. 1, Pat.
208534	vyatibhā	vyatiBA	bhā	BA	parse	2P	Y	vi ati							prefix+root	vi+ati+BA	vy-ati-√ BA ¦ Ā. -BAte (pf. -baBe), to shine forth fully or brightly (used impers.), Viddh.
